cleaned_text,label
"haters sty, haters timnas indonesia, haters naturalisasi .. di cariin coachi ni , kalian kemana masuk goa kah.. trutama si towel udh masuk gua mungkin sama pengikut nya sin tae yong towel pssi",0
udah bener timnas ambil pemain naturalisasi aja terus bubarin aja ini liga sampah,0
"naturalisasi baru paham kenapa anies pakai istilah naturalisasi, ternyata itu terkait dg layar belakang keluarga yg dinaturalisasi jadi wni. apakh itu sprt pemain bola yg dinaturalisasi jd pemain timnas? pertanyaan yg publik belum tahu, kakek anies dinaturalisasi dr negara apa?",0
"kamu di naturalisasi timnas indonesia aja gimana ay? kalo kata anak-anak timnas chemistry nya bagus, terus kapten kita jay idzes",2
"naturalisasi kebutuhan klub cepet, giliran naturalisasi keturunan rekomendasi dari pelatih timnas lamanya kek puasa emyu",0
"terakhir kali pemain timnas indonesia non naturalisasi yg sering shoot tajam ke pojok2 gawang setelah gocek lawan seperti yg dilakukan pemain2 timur tengah itu rasanya boaz solossa ya. setelahnya ada el loco dan beto, tapi keduanya naturalisasi.",2
"artinya dia sebenarnya mau naturalisasi bukan pure untuk bela timnas indonesia. kita suporter mau dia bela timnas dengan tetap menjaga kualitasnya bermain di liga yang oke dan lebih kompetitif. kalo cuma buat pribadinya dia, ya mending develop rizki ridho aja sama baggot.",2
timnas era naturalisasi part 1 adalah sebenar-benar generasi emas timnas indonesia. nepi selebrasi irfan bachdim dijadikeun koreo praktek senam pas aing sma ku si diddo.,1
main di liga 1 - kualias turun - gak dipanggil timnas - timnas nyari naturalisasi lagi,0
ayo naturalisasi jerome supaya jadi wib untuk timnas yg tangguh,1
"timnas garuda kini sdh full berisi pemain2 naturalisasi.satu pemain lokal dimasukan hny utk basa basi.skuad ini bukan timnas lagi tapi tim eredivisie belanda.pasti juara aff,pasti lolos kualifikasi piala dunia.",2
wkwkw kemarin niru erick thohir gimana cara buat timnas jadi jago? pakai naturalisasi sekarang niru gimana cara memperbaiki citra nama? pakai buzzer anjir sesat et,0
"gak mau ambil timnas junior putri afganistan? cabor sepk bola, udah jadi tinggal naturalisasi",0
"jago dari mana? dari hulu ke hilir jelek bgt timnas kita, sorry to say. dari pemain, banyak bgt naturalisasi. pengurusnya kek tai, mainnya? jelek. prestasi? mandek ga ada yang bikin wow.",0
"jika naturalisasi pemain timnas indonesia bisa, dan di harapkan lebih baik dan instan, apakah bisa naturalisasi pejabat agar lebih baik dan instan ? indonesia butuh pejabat naturalisasi !! agar bisa mengatasi harga minyak goreng, bbm, cabe, membuka pekerjaan dll timnas",0
biar timnas naturalisasi,1
"kalo naturalisasi pemain asing buat kepentingan klub gampang bgt, giliran naturalisasi pemain keturunan di usia produktif susahnya minta ampun, pake bilang tidak laku lagi hey kamu siapa?? sekjen organisasi timnas peringkat 170an dunia, yunus nusi",0
"naah dapat pemain timnas tanpa naturalisasi ,ide cemerlang ...",2
"lupakan dulu target timnas juara di turnamen level asteng. benahi dulu liga, pembinaan usia dini. sering adakan turnamen² amatir ditiap daerah, agar bakat² yg muncul bisa diserap oleh klub bola. stop naturalisasi.",1
"kalo gonzales msh muda udah di naturalisasi, pasti lebih jagor maen di timnas",2
assalamu'alaikum wr wb selamat pagi p presiden joko widodo mhn izin pa coba d bantu buat naturalisasi pemain timnas indonesia yg d panggil oleh coach shin tae yong ini pa kurang lebih ada 7 pemain muda yg sangat brillian d club eropa nya nih pa. supaya kmajuan footballny,1
coba kalian cek di transfermarkt para pemain naturalisasi dari timnas negara-negara yg tidak menganut dwi kewarganegaraan pasti bendera negara sebelumnya tetap tercantum.,1
"nunggu sikap dari ketum federasi sih terkait situasi di liga 2 maupun liga 1 selama berberapa hari terakhir, tapi gak mungkin sih ketumnya cuma tau soal timnas, cuma bisa naturalisasi pemain, gitu doang. jangan berharap lebih sama orang yang tujuannya 2029. sekian",0
"pendekatan instan dg pemain naturalisasi dan diaspora,gagal memberikan kejutan,tapi di sisi lain,memupuskan harapan banyak pemain asli,produk lokal, yg ingin mencapai puncak karier di timnas. terus kemudian, apa tujuan paripurna dari diputarnya kompetisi sepak bola tanah air?",0
"kalau mau naikin level timnas secara cepat, naturalisasi pemain yg main di eropa, cari pemain keturunan yg potensial, kesampingin yg main di liga lokal dan ambil pemain2 yg main di liga luar, agar pemain lokal terpacu untuk terus berkembang (kecuali pemain lokal lg top perform).",2
"naturalisasi tidak akan menyelesaikan persoalan timnas indonesia. itu hanya permen saja, sekejap saja efeknya.",0
"semisal pemain2 naturalisasi nya sudah underperform , dan utk pengganti nya dari timnas kelompok umur jg kurang bagus",0
"bisa ga sih orang yang pemerintah itu diganti sama orang naturalisasi yang kompeten, biar kaya timnas indonesia kita, timnasnya jago pemerintahnya juga jago",0
kebalikan man city 2009-2011 yg isinya striker semua. timnas ngincer naturalisasi bek semua,0
"cameron burgess diayam2in sama nwaneri, padahal pas lawan timnas solid banget. emang sejauh itu ges kualitas bal2an republik, bayangin ga ada naturalisasi haha",2
skuad timnas aff ini gak ada pemain naturalisasi ya?,0
"berita timnas kemarin2 rame soal perekrutan naturalisasi, terus pemain indonesia yg main di luar negeri, kirain dgn begitu timnas nya ada perubahan membaik, ga taunya kok malah tambah jelek sih?",0
"...ada baiknya mmg mereka ini dipantau dan diseleksi utk naturalisasi, toh mereka punya hak juga membela timnas, di sisi lain kompetisi nasional utk usia 18-20 thn tetap jalan biar ada iklim kompetisi dari kategori ini jadi ya hanya yg terbaik utk membela timnas (u19 s/d u21)..",2
liga domestik separoh gagal karena tak sepenuhnya berkontribusi menyumbang pemain timnas meskipun eks naturalisasi sebagaimana mark klok yg hanya duduk manis dibangku cadangan selama piala asia 2023 qatar naturalisasi saja semua keturunan sampai timnas 100% sty natura ...,0
"beda kelas,beda ranking sngt jauh.digasak ausie 4-0.pdhl diperkuat 6 pemain naturalisasi.kurang bnyk? jepang ausie pemain2 nya diaspora.indonesia hny me-naturalisasi. tanpa pemain naturalisasi,entah nasib timnas.",0
"jika bener yang dikataian pak ini bahwa federasi sepakbola di semua negara hanya fokus ngurus timnas, maka pssi ga akan bisa mendapatkan thom haye, shayne pattynama, noa leatomu, estella loupatty dan semua pemain naturalisasi untuk timnas indonesia saat ini. karena mereka semua adalah produk kepedulian knvb terhadap sebuah kompetisi yang profesional.",2
buat yang familiar sama pssi/sepak bola indonesia: pemain naturalisasi itu mereka naturalisasi jadi wni nya lewat prosedur normal kah? ato ada semacam fast track/jalur khusus?,1
"trus lu mau ngarahin ke siapa? mo ngarahin pemilih ke anes?? apa prestasinya??dia anti berkelanjutan... ok klo lu kritik ya kririk smua ... klo kririk cm 2..ya brarti lu berpihak.. klo masih lapar,jngan triak2... logika termudah nya ckup pemakn timnas aja yg naturalisasi...oke",0
menurutku timnas ini pilihan mas sapri terlihat anak emas nurhidayat dan sedikit pemain naturalisasi + keturunan kalau sin pasti macam dutra lilipaly guy viscara dipanggil bersamaan + yg di luar negri tau sendiri dia anti pemain gituan,2
timnas indonesia tidak peduli siapa yg bermain. selama dia bertekad membela panji merah putih demi lambang garuda di dada. bahkan jika pemain naturalisasi lebih baik kenapa tidak secara penampilan. dan jika pemain lokal tetap gitu² aja juga gpp gak masuk timnas.,0
"lah emang tujuannya gitu bang, pemain asing di naturalisasi demi kepentingan klub bukan demi timnas. jadi jangan heran naturalisasi jordi bakaaln di percept biar bisa di here we go salah satu tim liga terbaik sejagad alam semesta",2
"just wondering, pemain timnas naturalisasi pda bisa bahasa indonesia g ya? masa iya di timnas ngobrolnya pake bahasa inggris",1
"kesalahan erick thohir dalam membangun timnas - memperpanjang kontrak sty dan memecat sty ditengah kompetisi - menambah pemain naturalisasi tiap match - merekrut pelatih berdasarkan bersedia di interview waktu natal - percaya sama omongan arya sinulingga, towel dan coach justin",1
"satu dekade sebelum piala aff 2022, saat pemain naturalisasi tak mampu selamatkan timnas indonesia",1
pantes timnas butut loba naturalisasi. lolonana pemaen lokal ngan bisa tackle lumpat,0
ngene iki kualitase liga 1. bener emang timnas diisi oleh para pemain naturalisasi saja.,0
harapan dan untuk dua pemain naturalisasi indonesia yang diproyeksikan memperkuat timnas u-20. kalo harapan jebreeeteam apa nih?,1
simple aja 5 timnas 2 naturalisasi 4 asing gitu ya dik rumus lu dulu?,0
naturalisasi pemaen gaada darah keturunan atau tinggal lama dari kecil jatohnya kek klub bukan timnas,0
gak ngerti ini berita bagus apa buruk tapi yang jelas keterusan naturalisasi gak bikin timnas langsung jadi hebat,0
"demi prestasi timnas, pssi melakukan naturalisasi pemain. program ini udah dilakukan lebih dari satu dekade. hasilnya, belum tampak. mungkin, karena yg lebih perlu dinaturalisasi adalah pengurus federasi dan para wasit serta asisten wasit. parah bener kinerjanya.",0
kalo timnas sepak bola nya fokus naturalisasi aja. apa itu program ke klub sepak bola yang ada di liga? naturalisasi selamanya.,0
bapak kementerian mempora ri terhormat mauya 11 pemain keturunan darah indonesia segera di naturalisasi dan jadi wni untuk sekuat timnas u-19 bapak kementerian mempora ri terhormat,1
krg beruntung aja psj.suka bget lht komposisi skuadnya.mainin pemain lokal 10org.mana beknya anak timnas dan mantan timnas smua.keren abis doll.klo aja byk pelatih spt ini pst timnas akan lbh mudah cari pemain.jdny pemain naturalisasi murni abroad smua ga ada dr liga lokal lg,2
"timnas indonesia menang itu tentu sebagai warga negara pasti senang, namun kritik tetaplah perlu. naturalisasi yang tepat mungkin bagus untuk short term. sedangkan untuk long term pemain timnas harus lahir dari sebuah kompetisi domestik yang sehat dan terkelola dengan baik.",2
"...gw gak nonton 1 detik pun match timnas lawan arab saudi irak. dari tahun lalu gw emang dah utarakan bahwa gak kepengen timnas lolos pildun 2026. yg bertanggungjawab ma tragedi kanjuruhan aja gak ada yg mundur/dipecat. so, mampus lah pssi dgn proyek naturalisasi... (``,)",0
"waktunya serius berbenah,masih ada kejuaran dunia sepakbola di indonesia,serahkan timnas u19 ke coach yg lain,biar sin ta yong fokus ke u23 senior atau out,bangun training centre,lanjutkan naturalisasi dan perbaiki kompetisi.",1
"singapore sepakbolanya lebih baik aja lakukan naturalisasi, disini malah di tentang habisan, ya karena disini kebanyakan yang naturalisasi hanya untuk kepentingan klub dan pemain bukan timnas, sedangkan kekurangan pemain indonesia ada di masalah disiplin dan star syndrome.",0
"saya bukan tidak suka naturalisasi, tapi apabila satu klub pemain naturalisasinya banyak bagaimana. sepak bola indonesia harus kita dukung agar bisa masuk ke piala dunia revolusisepakbola bongkar total pssi",0
"sepak bola indonesia udah sering diselamatkan et. dia yg temui presiden gianni pasca kanjuruhan, lobi fifa pasca pembatalan wc u-20, masih dpt host wc u-17 satset naturalisasi. di saat kelakuan bahrain ini, kita berharap sekali lagi tuah et. ngomong gini dikira buzzer gak?",0
pssi jadi naturalisasi pemain untuk timnas indonesia atau tidak?,1
"perlu tambah pemain naturalisasi, serta pembenahan strategi taktik, lawan2x timnas di piala dunia itu berat. timnasday",1
"pak erick thohir , tolong sampein ke coach sty rekomendasikan untuk panggil  kevin diks / thom haye delano ladan / jelte pal  ke timnas indonesia lewat jalur naturalisasi untuk berlaga di afc asian cup 2023. dia pemain yg sangat luar biasa terimakasih",2
"regulasi eligibility tiap olahraga itu menarik. rugby cukup menarik, bagi para “pecinta” naturalisasi atau pemain rasa asing di timnas, timnas rugby ini adalah salah satu yg cocok. yg di foto di bawah ini adalah timnas indonesia dua2nya.",2
"kalau bisa naturalisasi pemain umur dibawah 27, karirnya masih panjang untuk timnas.",1
"jepang bangun timnas dari sekolah, kita dari jalur naturalisasi pernah mikir kenapa timnas jepang bisa sejajar sama negara top dunia? bukan karena pemain naturalisasi. tapi karena sistem pembinaan yang serius, rapi, dan panjang. sementara kita... lebih sering cari yang instan.",0
"kalo aturan fiba diterapkan di fifa untuk naturalisasi, mungkin pemain macam ander herrera, pascal gross, inaki williams bisa dinaturalisasi ke timnas indonesia wkwk",2
"penerimaan pemain keturunan ke timnas jerman juga minim (kasus asamoah), malah fokus naturalisasi pemain asing yang kualitasnya medioker.",1
"boleh nambahin, kayaknya naturalisasi skrg urgent, soalnya 2 pilar timnas yg punya postur lg masa pemulihan, dan kalo mau ngandalin vincent aja di posisi 5 bakal susah karena pasti kena rotasi. prosper jg lg ada isu gk sedap di timnas",0
dia tuh bisa naturalisasi case nya kayak ole gitu kah. mukanya bule banget buat timnas indonesia.,0
"ya, benar. kepala bgn, dadan hindayana, pada 22 maret 2025 bilang timnas sulit menang karena kurang gizi dan banyak pemain dari desa, sesuai laporan dia juga sebut pemain naturalisasi dari belanda bantu tingkatkan performa.",1
"beda nya mereka itu, di kelompok umur mereka masih kurang, pembinaan pemain muda nya masih kurang, tapi kalo timnas senior nya memang bagus soalnya banyak naturalisasi, mungkin beberapa tahun ke depan mereka bakal down utk timnas seniornya",0
"ada yang masih ingat dengan jhonny van beukering? ya, dia adalah mantan pemain naturalisasi timnas indonesia. lama tak terdengar, beukering kini menjadi perbincangan. terkait pengakuannya saat ini yang bekerja sebagai satpam di klub striptis.",1
"naturalisasi menunjukan dia mencintai tanah moyangnya dengan bangga nya , eh ada komentator yg berusaha bikin panggung untuk menghujat kerangka yg mau dibuat untuk timnas indonesia benahi dulu pikiran dan datamu sebelum menghujat bung",0
"hal baik yang dilakukan dan paling dirasa cuman naturalisasi doang, tapi dia gak banyak ngurusin grassroots atau hal yang lebih penting daripada timnas buat jangka panjang",2
"cristian gonzales butuh waktu 5 tahun jadi wni tapi ternyata pemain naturalisasi pertama timnas indonesia bukan el loco, melainkan sosok...: cristian gonzales kerap disematkan sebagai sosok pemain naturalisasi pertama timnas indonesia. padahal fatkanya…",1
"masalahnya, demi national pool yang siap juara, naturalisasi saja kurang. coba buka database fm nya deh. atau minimal rasakan dulu: pemain regen blasteran indonesia-inggris menolak dipanggil timnas indonesia dan lebih pilih menunggu timnas inggris satu kata: mampus.",0
"kalo timnas bola idn didominasi pemain naturalisasi or keturunan. vibesnya tuh kyk jaman hindia-belanda tau gk, pas ikut pildun '38. lama-lama warlok yg dominan 'mini' gk bakal kepake wkwk",0
"baru tau ternyata ronaldo udh di naturalisasi dr timnas portugal ke timnas indonesia, rambutnya juga berubah",1
"jordi amat (rayo vallecano / tim la liga spanyol, ex timnas spanyol u19) - calon pemain naturalisasi timnas sepakbola indonesia. ga bisa bayangin, klo lini pertahanan timnas diisi elkan baggot - sandy walsh - jordi amat - mees hilgers - kevin diks",1
bacot lu... kayk tau aja bola... warga kita ini semua serba salah nengok timnas gk maju2 salah.. dibnyakin naturalisasi biar maju salah.. noh liat perancis berapa org pemain keturunan nya... gk sibuk masyarakat nya,0
setuju2 aja klo emang pssi thn dpn mau stop dulu naturalisasi. setidaknya di thn ini udh 3 bahkan lebih (termasuk yg u20 nanti) yg bakal gabung timnas. biar pemain2 ini buktikan dulu kontribusinya di timnas ubah stigma negatif org ttg pemanggilan keturunan. win2 solution.,2
"bukannya benerin liga jdi standart timnas naturalisasi yg kualitas eropa, malah degradasi kualitas timnas masuk liga jelek",0
"yhaaa kirain naturalisasi dia untuk timnas, ternyata untuk kepentingan klub lokal lagi wkwkwkwk",0
taisei marukawa cocok nih di naturalisasi. duet timnas bareng marselino ferdinan,2
naturalisasi dari timnas persib ke timnas indonesia.,1
push rank timnas tiap fifa match day menambah naturalisasi utk jangka pendek mengakomodir pemain yg mau abroad merubah sistem liga seperti mls dan fokus entertaint oriented memberikan reward kepada asprov yg berhasil menyelenggarakan kompetisi ku secara rutin,1
keburu umur 30+ baru bisa bela timnas kok pemain naturalisasi indo tua2 wkwk,0
"kelassss..witann.. awal2 2 kubu msh grogi. lini tengah dikuasai timnas, transisi baik, passing2 progress nya baik, chemistry smakin terbentuk. baru pemain naturalisasi korea yg kliatan dri singa. taktik sty msh tepat. timnasday indonesiaaa !!!!!",2
"bang terus bgimana kelanjutan dari proses naturalisasi 3 pemain keturunan indonesia dr belanda itu : justin hubner, ivan jenner, dan sturick, apakah dihentikan atau dilanjutkan? kami mohon utk dilanjutkan saja, utk timnas senior di piala asia? kasihan mereka?",0
"timnas negara kuat aja masih pake naturalisasi, sedangkan di belahan dunia lain masih ada timnas peringkat 149 dunia yang menolak naturalisasi, kurang belagu apa negara ituu wkwk pantes ga maju2",0
"aku pemain ke 17.. aku universal anti rasis, jadi kami dukung naturalisasi dan normalisasi pemilu aman adalah kemenangan indonesia, timnas menang adalah kemenangan indonesia selamat merayakan 17 ramadhan",2
rohit sudah pernah bela timnasnya bang..percuma naturalisasi kalo gak tembus timnas indonesia.,0
tolong di baca yaaa para mbak2 mas2 penyembahh naturalisasi timnas sepakbola pria. kalau ada berita gini sepi beda kalau akun ava presiden korut ngetwt membanggakan tentang timnas sepakbola. mirissss :(,0
sudah yg kesekian kalinya naturalisasi pemain timnas tp kejuaraan yg di ikuti blm juga dpt diraih naturalisasibukansolusi,1
"gabisa di stop,kalo misal pemainnya itu udh lebih dari 5 tahun. dia berhak mengajukan ke kemenkumham, lagian naturalisasi nggak selalu untuk timnas. naturalisasi untuk kemudahan pemain kalo mengurus ini itu di negara ini",0
"harusnya jersey timnas kita hari ini, terinspirasi skuad naturalisasi 1938",1
"netizen otak dungu bung towel pengen pssi membina pemain usia muda, ssli indonesia bukan cuma naturalisasi doank, ank tk pun juga bisa jadi pelatih timnas kalo isi timnas orang2 eropa semua",0
itu fredi samba pemaen timnas naturalisasi dari rio de janeiro ya?,1
"pas adu penalti, terlihat wajah asli para pemain timnas indonesia yang naturalisasi, ternyata.... wajah wajah mereka natural indonesia asli nggak pake polesan, jadi saya nggak ragu, bahwa jiwa nasionalismenya pun pasti indonesia. tetap semangat dan go to be legend",2
"dari ignya pak ha, “menatap harapan bersama netizen timnas (naturalisasi please )” si bapak mungkin berharap dari joe biden buat menemukan para pemain ncaa buat timnas putri",1
"emang dia janji ngasih piala? dan mulai kapan pemain naturalisasi hadir? dan berapa tahun sty yang aktif melatih timnas? menurut gua wajar, sty emang di kontrak sebagai pelatih, tetapi jobdesk nya bukan pelatih lagi dengan kondisi sepak bola indonesia saat ini",0
"gua udah liat komentar utuh dia. overall, pernyataan dia walaupun agak ngeledek, tapi ada benernya. naturalisasi itu wajar, umum dan dilakukan banyak negara. yang ga wajar, memperlakukan timnas kayak klub. pemain2 naturalisasi diincer kayak bursa transfer.",0
naturalisasi hanya strategi sty menambal kekurangan timnas garuda. toh ada indonesia dalam darah mereka. dari tahun ke tahun pemain dan timnas jadi kambing hitam. saat ini alasan itu tidak dapat diterima. indonesia harus lolos piala dunia 2026! kitagaruda,0
sepakbola indonesia tapi menurut saya pemain darah keturunan indonesia dan pemain uda di naturalisasi dan pemain lokal di satukan di timnas indonesia pasti timnas indonesia sangat mengerikan di level timnas u16 dan timnas u-19 dan timnas u23 dan timnas senior pasti timnas indones,0
"pssi harusnya bikin program sekolah atlet sepak bola yg berbakat dan prestasi ke akademi² luar negeri, utama eropa. dari pada pakai pemain naturalisasi. ke belanda, jerman, inggris, prancis. mulai dari usia 12thn. mereka ini yg dipersiapkan jadi timnas.",1
kapan naturalisasi pemain play makers buat timnas pk timnas butuh 2 pemain yg bisa ngatur permainan dan operan2 di depan..,1
bukti pemain naturalisasi yg benar benar cinta indonesia saat timnas menang mereka terlihat saaaangat gembira natural sekali kegembiraan mereka maaf ya towel kebanggaan kami menang,2
naturalisasi buat pemain timnas aja mas,1
kalo kata sty ga ada yg layak cm asnawi doang yg berhak di timnas cm peman naturalisasi,0
"1 pemain naturalisasi di klub luar 'dijemput' sty dan izin ke club. 9 pemain lokal (5 diantaranya main reguler) diambil ikut timnas tanpa ada komunikasi dengan pelatih kepala dan club, di ajak zoom yang join cuma assisten. sty dan penyepongnya sama² sombong.",0
"bosan dgn narasi asli pribumi. siapapun boleh secara konstitusi. negara sudah diatur undang2. jgn bodoh. apakah ahok jg dibenci krn cina? menurut anda? sama halnya pemain timnas bola yg naturalisasi, apakah harus di olok2?",0
"menurut uu kewarganegaraan indonesia, syarat naturalisasi wni antara lain harus bisa berbahasa indonesia, dan sudah tinggal di indonesia selama 5 tahun berturut-turut atau 19 tahun tidak berturut-turut. dua syarat ini tidak dipenuhi oleh para pemain naturalisasi timnas indonesia. syarat2 tsb memang bisa dikecualikan, yaitu melalui naturalisasi istimewa yg diberikan oleh presiden karena dianggap berjasa besar bagi negara indonesia. tetapi itu pun tidak dipenuhi mereka. jadi, sesungguhnya naturalisasi mereka tidak sah secara hukum. motivasinya pun hanya semata-mata demi mereka bisa bermain bola atas nama indonesia dan demi uang.",0
"padahal kalau hasil pertandingan pelatih tersebut jelek karena pemain intinya di panggil timnas dan kemudian pelatih tersebut di pecat, palingan dan gg bakal ngapa2in. emang udah bener sih klow di indo gg usah ada naturalisasi dan pelatih asing.",0
"mungkin di korsel naturalisasi dianggap tabu, di timnas korsel mana ada pemain naturalisasi. hal itu mungkin terbawa ke pribadi sty, buktinya skuad timnas 100% lokal. makanya sty 1,5 tahun melatih gak minta naturalisasi pemain ke pssi.",0
"bahkan putri malu (mimosa pudica) yang banyak tumbuh liar di pinggiran jalan itu pun, adalah hasil introduksi. tumbuhan dari amerika tengah dan amerika selatan. setidaknya sudah ada di jawa di akhir abad 19. sebelum naturalisasi (timnas), sudah ada naturalisasi (tumbuhan).",2
di timnas indonesia saat ini ada pemain naturalisasi ya bang?,1
"pelatih sudah kualitas tinggi, ada pemain naturalisasi, tapi timnas tetap gak juara. sebenarnya, salahnya di mana sih?",0
"kalo udah wni mah mau di timnas atau klub ya status nya sama, sama sama wni! bukan naturalisasi lagi..",0
"dimana-mana juga harus percaya proses, gua dukung banget naturalisasi keturunan, tp dengan lo ngetawain soal percaya proses tuh geli banget. dikira pemain eropa main buat timnas indonesia juga gabakal proses gitu? bakal tune in gitu aja sama cuaca, strategi dan lingkungan asia?",0
"boleh naturalisasi mbappe atau minimal kolo muani gak, bung macron? atau zidane deh ngelatih timnas",1
klo naturalisasi hasil liga indo yah sama aja pak. yang butuh diubah di timnas bukan pemain tapi mentalitas. sepakbola udah berubah ga bisa lagi andelin mentalitas main fisik kaya dulu.,0
"pelatih tarkam gak mampu nyumbang 3 pemainnya utk kepentingan timnas indonesia, padahal masih punya 23 pemainnya apa timnas indonesia perlu panggil pemain naturalisasi..? barito putera ratu tisha erick thohir shin tae-yong kitagaruda",1
kira2 yg naturalisasi di timnas siapa ya? emang naturalisasi itu apa? kira2 marc klok atau elkan termasuk naturalisasi?,0
"menurut gue, komposisi pemain timnas skrg tuh makin bagus: ada diaspora, ada pemain abroad, ada yg performa bagus di liga lokal yg dipanggil, pemain2 muda cukup dominan di skuad. suka heran aja sm yg dikit2 teriak naturalisasi gini. dikira 23 pemain naturalisasi semua kali.",0
tijjani reijnders kalo waktu itu jadi di naturalisasi setelah pindah ke milan jadi grade s pasti di timnas indonesia,2
"setidaknya jgn terlalu banyak jg utk naturalisasi, pemain2 muda asli indonesia yg bagus jg banyak, seperti egy,witan,asnawi,bagus kahfi,brylian,david maulana, kalo bisa sih 2-4 pemain naturalisasi aja yg sesuai dgn kebutuhan timnas",2
"yg niat pengen naturalisasi biar bisa timnas berprestasi dpersulit dgn alibi pribumi lbh baik, nah yg pribumi sdh dplih malah indisipliner. jgnkan main ngegym aja pada loyo",0
jepang gasak timnas indonesia yang didominasi anak anak naturalisasi dengan pelatih kebanggaan si erick thohir dengan skore telak 6 -0 skore kekalahan terbesar yang diperolehnya setelah 5-0 didepak australia.skore sebesar itu sepertinya langka di saat timnas diasuh sty..,0
gini logikanya: pemain naturalisasi ini di negaranya ga layak masuk timnas mereka krn kualitas mereka jauh di bawah standar. nah apa mungkin pemain bola dgn kualitas seperti ini bisa bawa timnas indonesia ke piala dunia? bahkan jika pep guardiola pun jadi pelatih ga akan bisa.,0
"udah wni mah wni aja gausah dipilah lagi, kenapa baru pd skrg rewel? dulu juga banyak ampasan tbtb naturalisasi tbtb timnas pd diem",0
"sulit mas netizen kita dikasih penjelasan detail gini. lebih suka pukul rata lalu loncat ke kesimpulan klo naturalisasi yg g ada efeknya. padahal gonzales di aff '10, lilipaly aff '16, beto di ag terbukti bs angkat permainan timnas. pokoknya g juara = naturalisasi gagal.",0
"kalo 3 naturalisasi gabung + yang abroad eropa n asia di ijinkan oleh klubnya yang artinya full skuad terbaik timnas , saya optimis. . tapi kalo pake full lokal pride ya optimis gak optimis. wkwk",2
"tijani emang nolak, ragnar pengen skuad timnas semuanya main di eropa baru mau naturalisasi, emil bapaknya yg nolak, hilgers masalah di dwi kewarganegaraan dan mungkin setelah melihat pemain naturalisasi lainnya di eropa mereka merubah keputusannya, yg lain gk ada masalah apa2.",0
"appi emang kocak, protes liga 2 gak usah pemain asing.. lihat tuh timnas indonesia, berapa banyak pemain keturunan yang masuk radar untuk di naturalisasi dan langsung masuk skuad.",0
timnas sekarang kan isinya pemaen naturalisasi! goblok!,0
"sandy walsh dan kevin diks ini ingin jadi wni dan perkuat timnas, usia mereka belum 30, performa di kompetisi eropa lagi gacor, tapi kenapa gak jadi prioritas buat di naturalisasi ya? apa mau nunggu mereka umur 35+ dulu?",0
"meski endingnya awikwok demi alpart, kita musti mengakui awal mula euforia terhadap timnas indonesia ya dari sini. apalagi ada faktor naturalisasi chrisgon dan bachdim bule ternyata orang indo bikin naiknya antusias masyarakat umum terhadap timnas, ga cuma pecinta bola lokal",2
bapak ga liat dokumen naturalisasi ditahan sm dept bapak ? nyata didepan mata timnas mau dibantai,0
"ya padahal udah ada si best player senior hasil naturalisasi, dia ngapain aja? kalo gue jadi rio fahmi sih ga bakal down, lagian yang bully juga bukan supporter timnas indonesia, tapi supporter timnas myanmar.",0
"tolong ya itu timnas yg naturalisasi jgn di suruh joget tiktok, pas elkan dulu kesel bgt di eropa gaada begitu. mana gaada privasi",0
"apresiasi atas policy pak jadikan sbg menpora. buktikan kompetensimu rik utk timnas garuda olga lainnya berjaya di level dunia atau anda hny ahli : 1. naturalisasi, menang pun tdk. 2. bagi2 jabatan komisaris di bumn. 3. foto anda di layar atm bank bumn.",1
"nonton timnas u17 main, gw jadi ngerti kenapa naturalisasi di senior semuanya di lini belakang.. masalah banget emng ini di kita. gwijangge gw pikir oke mainnya, ternyata lobangnya di dia.",0
sepak bola indonesia tidak akan maju selama: 1. wasite buluk 2. gelat gelut wae 3. supporter do padu 4. supporter kencing sembarangan di stadion 5. klébété ra paham offside 6. pssi masih kayak gitu 7. kalah ngamuk 8. stres naturalisasi 9. tambahono dewe sakterusé...jik akeh,0
"knp naturalisasi timnas idn, sukses dibanding mas? ya krn fakta diaspora kt di dunia sgt byk dibanding mas. jd tinggal menjalankan ketentuan yg sdh dibuat fifa, secara jujur transparan. nah sptnya mas, tdk menjalankan naturalisasi ini secara jujur transparan",0
tembus rank 100 fifa bukan target dipaksakan tapi disiapkan naturalisasi mulai dari timnas u-17: feike muller eizar jacob lionel de troy floris de pagter noha pohan jona gaselink azadin ayoub deston hoop nicholas timnas indonesia,1
"yth presiden kami bapak mohon dengan sangat pak, proses naturalisasi pemain sepak bola shayne pattinama dipercepat agar bisa membela timnas indonesia di piala aff sebelumnya terima kasih bapak presiden",1
gak heran kalau dari tv si paling beda ini liat aja kalau bikin acara diskusi tentang timnas yg diundang pasti pundit yg selalu bikin rusuh. waktu afc u-23 kemarin pas lagi rame-ramenya nih tv beberapa kali bikin acara bahas timnas tapi yg isu yg diangkat cuma naturalisasi wkwkwk,2
"nah gini dong, jangan dkit2 naturalisasi. bakat sendiri harus diutamakan. plt menpora ri muhadjir effendy menegaskan bahwa naturalisasi merupakan jalan terakhir dalam memperkuat timnas.",1
emang susah ya? 4 pemain asing + 1 naturalisasi? si ijo malah gak ada 1 asingnya + irianto lagi ke timnas + kiper cadangan ketiga,0
"entah kenapa udh ga peduli lg sama sepakbola indo, pemain timnas nya udh naturalisasi masih aja ga bs menang2 di region asia tenggara",0
