cleaned_text,createdAt
guebarengerickthohir berapa jumlah pemain naturalisasi sepak bola indonesia yg diperbolehkan di bahas di dpr. semoga keputusan yg diambil dapat memajukan sepak bola indonesia.,2023-03-21 02:25:21+00:00
pemain naturalisasi buat klub mas bukan buat timnas kok,2021-05-12 13:36:18+00:00
yuuuk kita dukung selalu kolaborasi pemain lokal dan pemain naturalisasi untuk prestasi timnas sepak bola indonesia. naturalisasi ditjenahu kemenkumhamri,2024-06-28 09:36:40+00:00
"semoga adik-adik ini yang akan menjadi tulang punggung timnas indonesia 2034. tidak lagi diisi oleh pemain naturalisasi, tapi diisi oleh putra-putri terbaik bangsa dari sekolah sepak bola di indonesia. maju terus sepak bola indonesia! andrerosiade andrerosiadecup",2025-09-13 07:03:02+00:00
"selama kanjuruhan belum tuntas, susah untuk bangga dengan sepakbola indonesia. timnas kalau berprestasi cukup ikut suka cita aja sama pemainnya. itupun mayoritas naturalisasi, kalo diinget jadi susah untuk bangga dengan sistem liga dan akademi nasional kita.",2025-09-06 07:38:12+00:00
urgensi naturalisasi pemain timnas indonesia untuk tingkatkan prestasi,2024-05-20 12:45:41+00:00
verdonk menit terakhir lari 3/4 lapangan sambil nyeret2 kakinya yg kram buat bantu pertahanan. komitmen kaya apa lagi yg lu perluin dari pemain naturalisasi supaya lu yakin mereka emg pemain timnas indonesia?b.a.c.o.d,2024-11-20 02:00:48+00:00
naturalisasi tka lebih ekpres drpd pemain timnas yg notabene memiliki darah indonesia,2023-04-01 10:50:21+00:00
"riku bagus, tp kalo sandy welsh jadi di naturalisasi posisinya bakal bentrok, wlpn riku bisa di majukan jd sayap sih. kalo riki rekornya masih blm bagus, tp timnas butuh striker.",2021-02-27 07:51:51+00:00
"jujur udah ga pernah nonton timnas dan ikut euforia semenjak liat isi timnas bulai semua. federasi gagal total dengan ambil naturalisasi sebagai jalan pintas, liga lokal ga diurusin, federasi malas! timnas itu bentuk nyata mental kita inlander bahkan walopun sudah 80 merdeka",2025-10-12 04:30:53+00:00
"bertahun-tahun sibuk urus naturalisasi: target jangka pendek (lolos piala dunia 2026) gagal didapat, rencana jangka panjang nihil. korbannya lagi-lagi sepak bola indonesia.",2025-10-12 02:01:44+00:00
boaz kalo satu generasi sama angkatan pemain naturalisasi sekarang ga kebayang gacornya timnas kek apa,2025-11-20 01:57:24+00:00
"mampus! biar jadi pelajaran. bahwa sebaik-baiknya membangun timnas ga cuma lewat naturalisasi belaka, tapi lewat pembangunan kompetisi yang berjenjang. sebanyak apapun datengin bule londo gak akan bisa nyaingin tim yang emang dibangun lewat proses yang matang. shame on you pssi!",2025-06-10 13:50:22+00:00
makin kesini makin pesimis timnas dapat pemain naturalisasi kelas eropa,2021-07-02 15:43:07+00:00
para pemuja rahim anget pemain naturalisasi timnas tidak bakal paham kalo dia adalah dalang dari kehancuran sepakbola di indonesia sampai titik terbawah.,2024-12-19 14:59:49+00:00
"pekan ini liga2 dunia libur, yg ada lanjutan kualifikasi piala dunia zona eropa, pertandingan persahabatan...untuk timnas indonesia libur total pasca gagal lolos piala dunia, pemain2 naturalisasi timnas masih lanjut membela timnas apa ikut bubar ?sprtinya mundur teratur...",2025-11-14 16:57:37+00:00
de medina. mereka memiliki potensi besar untuk memperkuat timnas indonesia. semoga proyek naturalisasi ini dapat berjalan lancar dan memberikan hasil yang baik bagi sepak bola indonesia.,2023-11-09 05:58:20+00:00
semoga pemain2 naturalisasi yg dihujat abcd ga pd menyesal ya udh memilih membela timnas indonesia. semangat gaes...,2025-06-11 06:44:08+00:00
"sty s-nya semifinal. t-nya tepat janji. ia membawa progres dalam permainan timnas di turnamen ini. tentu masih ada yang harus dibenahi, tapi secara keseluruhan ia melakukan kerja bagus. karena percuma dikasih naturalisasi kalau tak bisa memanfaatkan. sty membuktikan ia bisa.",2024-04-25 21:13:54+00:00
"...pemain2 timnas dari dulu gak pernah sadar bahwa mereka cuma level e. umpan aja yg bener, gak perlu sok paling skill banyak gocek. yg lokal maupun naturalisasi merasa diri kek messi. skill jepang/korsel jauh di atas kalian tp gak nahan2 bola banyak gocek.. (``,) timnasday",2024-01-15 16:35:06+00:00
u lebih maju klub bertanding serentak sabtu minggu tdk 1 musim kompetisi saja tdk mengganggu tc jg ujicoba timnas kompetisi segala usia digulirkan bkn turnamen hapus regulasi pemain asing 3+1 aturan naturalisasi pemain diperketat,2021-04-19 08:23:29+00:00
"piala dunia juga menjadi fokus saya. salah satu kunci penting dalam memperkuat timnas kita agar bisa mengikuti ajang piala dunia u-20, dengan menempatkan pemain naturalisasi di dalam timnas indonesia. saya harap proses naturalisasi pemain bisa dipercepat dan memperkuat timnas.",2022-07-21 12:01:15+00:00
joktug! ada yg bisa buat mosi pro tentang naturalisasi pemain sepakbola timnas indonesia? sekalian rep v yaaa,2022-02-12 12:22:22+00:00
jadi inget pernah komen masalah naturalisasi timnas lah akun gw malah kena suspen dan gabisa dipake samsem smpe skrng,2025-11-23 06:45:59+00:00
apakah penting naturalisasi pemain untuk timnas indonesia?,2023-06-19 03:47:06+00:00
bayangin aja dulu kalo kiper timnas indonesia begini iyaiyaaaa ini pake pensil ajaip. senapsaran aja gue kalo kita naturalisasi grade a begimana,2024-02-20 14:54:43+00:00
kalau gitu kenapa kita gk naturalisasi aja dia buat timnas indonesia,2021-05-03 03:37:04+00:00
"sudahlah, timnas indonesia iri pada tim naturalisasi nya. sehingga mainnya tidak niat. apalagi main di solo. mereka inginnya main di gbk.",2024-12-21 17:15:53+00:00
"tiap liat/baca respon pemain naturalisasi yg semangat bwt gabung timnas tuh rasanya kek terenyuh, bangga aja liat nasionalis mrk",2022-04-07 09:08:04+00:00
"tuh dengar bung towel, warga luar sana mengapresiasi program naturalisasi sebagai tanda kebangkitan sepak bola indonesia. salut sama capaian timnasindonesiau23 in shaa allah tembus final afcu23. doa kami anak bangsa buat pemain timnasindonesiau23 timnasday timnasu23",2024-04-28 14:10:33+00:00
kasihan pemain macam calvin verdonk dan jay idzes dan pemain diaspora yang di naturalisasi woyy yang udah rela bermain untuk timnas indonesia karena pengen main di piala dunia untuk negara leluhur nya,2025-11-21 04:03:40+00:00
"setuju! stop debat tentang naturalisasi jngan beri panggung org² kya mr.t. semua pemain yg ada di timnas saat ini, sudah pasti sedikit tidaknya mendongkrak mental² pemain yg bermain di liga 1. jadi stop perdebatan ini. fokus ke timnas utk sepak bola indonesia yg lebih baik!!!",2024-04-27 08:50:41+00:00
"menurut gue, shin tae-yong paling cocok balik lagi ke timnas indonesia. dia udah paham banget sama pemain-pemain naturalisasi dan bawa tim lolos ke piala asia 2023. kalo mau opsi lain, giovanni van bronckhorst bisa jadi pilihan bagus dengan pengalaman eropanya. tapi prioritasin yang kenal kultur sepak bola indo dulu deh!",2025-11-01 06:31:49+00:00
"yang nonton timnas, ada yang bisa bantu aku ga mengenai masing-masing kelebihan pemain naturalisasi dan lokal",2024-01-25 06:27:23+00:00
wah cr-7 bisa di naturalisasi memperkuat timnas garuda atau minimal tim bola yang ada di jateng gak tuh pak ?,2023-04-14 06:56:21+00:00
betul sekali. biar pemain nanti yg masuk timnas itu pemain yg dari liga luar aja. atau kalo bs naturalisasi aja,2022-10-27 11:57:42+00:00
"mantap mas, naturalisasi patson daka skrg jg ke timnas belgia",2021-10-18 12:53:25+00:00
"fans timnas gak ada yg pengin ngelayangkan gugatan class action ke pengadilan utk minta pertanggungjawaban kepada ketum pssi perihal pembiayaan proyek naturalisasi dan pergantian tim pelatih nih???? kalau ndak ada, kalian memang menyedihkan.",2025-10-16 14:55:25+00:00
"keren keren !!!! berarti tahun depan, udah bisa bela timnas garuda di kualifikasi piala asia. kabar terkini proses naturalisasi sandy walsh dkk: pemeriksaan dokumen, target rampung awal 2022 kitagaruda",2021-12-03 20:36:34+00:00
'timnas indo tanpa naturalisasi kasian deh',2025-07-30 02:35:57+00:00
"betul, mereka niat banget soal ningkatin kualitas timnas pake naturalisasi/halfblood.",2021-04-23 21:54:29+00:00
"masalah jordi amat yg gabung jdt itu sebenrnya sih ya hak dia mau pilih mana. cuman ngw masih jengkel, kok undang-undang indonesia dipake kepentingan pribadi, bisa bisa nya naturalisasi diakalin sama pihak luar gitu cuman yaudah semua udh terjadi, semoga bagus di timnas",2022-06-29 11:34:35+00:00
"rilek je, teman2. toh nanti di timnas tinggal cari naturalisasi.",2025-01-29 01:49:12+00:00
"hadeh, kalo ada pemain blasteran berprestasi mana mungkin mau main di timnas indo, pribumi asli aja kalo skill nya bagus dan ditawarin naturalisasi negara lain pasti juga mau. rata bule yg dinaturalisasi timnas indo juga kalo disetarain kualitasnya kayak pemain tarkam di eropa",2023-08-11 12:03:39+00:00
"selain liga yang tak serius untuk dibenahi. problem itu juga ada di kepengurusan hingga exco serta mau sampai kapan itu proyek naturalisasi dilakukan atau dikaji kembali, serta blue print timnas indonesia 5-25 tahun ke depan itu seperti apa.",2024-01-25 21:51:48+00:00
"misi pak , bisa dipertimbangkan untuk naturalisasi penyerang timnas",2025-10-03 06:42:20+00:00
"lah katanya timnas indonesia, apalagi pemain lokalnya lemah. tapi kok malah takut sih sama pemain naturalisasi kita? gak tau aja dia kekuatan tradisional-nya skuad garuda. nanti giliran dikalahin, nangisss timnasindonesia indonesiavschina",2025-05-24 03:47:05+00:00
"tahun 1980 ada yg nulis: pssi butuh waktu 200 thn utk bs bersaing di 15 besar afc kondisi pemain lokal yg tdk mendukung, membuat program naturalisasi harus berlangsung hingga thn 2180 berani taruhan erick thohir ratu tisha kitagaruda timnas indonesia",2024-10-29 05:32:42+00:00
"56 hari menjelang pertandingan pertama timnas indonesia di piala asia wanita 2022. tidak ada berita terkait tc, latih tanding, turnamen persiapan, naturalisasi pemain atau apapun terkait timnas wanita. apa ini tidak penting ?",2021-11-26 12:07:51+00:00
"saran gw hire penulis naskah sutradara luar yg berpengalaman, anggep aja seperti pemain naturalisasi timnas, contohnya the ambush, film uae yg disutradarai pierre morel (taken, from paris with love, the gunman), tim penulis naskah yg pernah bikin furious 7 medal of honor.",2023-04-02 17:15:13+00:00
"keliatan emang, emang timnas harusnya diisi naturalisasi sm keturunan yg lama di luar. lokelprett maa hal kecil gini aja ga aware",2021-06-15 09:52:25+00:00
"next sapa lagi yang akan di naturalisasi pssi? semoga mereka semua terpakai di timnas indonesia, dan sesuai kebutuhan juga",2023-05-22 14:13:52+00:00
cocok sekali untuk timnas daripada ambil-ambil naturalisasi.,2025-11-07 12:32:07+00:00
"gw lebihh dukung timnas di isi kebanyakan naturalisasi dan pemain muda.. dripada malu2 in.. gabisa passing, mental tahu dll",2021-03-26 02:58:50+00:00
"gw paham sih maksudnya. di indo perlu naturalisasi soalnya indo ga nganut dual citizenship. kalo indo nganut dual citizenship ya ga perlu naturalisasi, cukup lobi aja biar dia declare ambil timnas indonesia utk sepakbolanya",2023-04-11 16:53:17+00:00
"apalagi pelatih baru bilang vs bahrain bakal berat..klo kalah lg ada pihak yg senang sdh brp korban spt mila susah diatur dipecat,ivan kolev dg tiki taka timnas bagus lawan negara2 timteng dipecat,riedl dg naturalisasi timnas sikat asean dipecat,sty diatur kalah ga mau dipecat?",2025-03-22 17:33:21+00:00
"aff masuk perhitungan fifa, sea games bisa kalo boleh turunin pemain muda dan kalo ga ada yg protes. walaupun bukan turnamen fifa, bisa aja diprotes yg lain karena secara hukum fifa harusnya doi belum boleh main di timnas. kan bisa aja naturalisasi halaand trus dimaenin.",2021-09-17 07:57:33+00:00
gini mul. timnas saja mau maju butuh  pemain naturalisasi. nah indonesia juga mau maju butuh pemimpin yg wawasannya naturalisasi :`),2023-04-23 23:31:03+00:00
timnas bangga percepat naturalisasi!,2024-01-28 13:30:18+00:00
"timnas lain ga lolos pildun move on, cetak generasi bagus lagi dari pembinaan usia dini, indo bingung soalnya pemain naturalisasinya udah pada tua yang jago jago, mau naturalisasi lagi udah abissss",2025-10-13 17:13:31+00:00
gayanya mereka iq tinggi buat ngakalin aturan. kalah sama indo yang patuh. ezra klok sudah naturalisasi bahkan tetep harus nunggu lama untuk debut di timnas karna belum 5 tahun walau beneran ada keturunan indo,2025-11-03 15:08:36+00:00
"menariq, you pointed out abt 'jalan ninja' naturalisasi. 5 tahun terakhir cmiww ada 10 pemain yg udah 'dibaptis' wni, yang ngisi slot timnas cuma marc klok doang, sisanya pemaen usang. nyambung ke bahasan dex, kalo naturalisasi model beginian ga akan bikin liga 1 ke next level.",2021-05-01 10:38:36+00:00
"dia taunya naturalisasi pemain luar jd pemain timnas , kek diego michiels",2021-02-22 02:02:42+00:00
"heran aku tu ama buzzer pks, mereka tu bodo atau males baca ya ? baca judul langsung sebar fitnah pada bang rano karno. diskusi bagus soal naturalisasi yang dibahas bersama komisi x dpr-ri eh diplintir, kalian tu keterlaluan.",2024-09-26 00:17:11+00:00
ini mah naturalisasi cuma akal-akalan aja biar gampanh ikut turnamen hahaha. bukannya timnas/pelatnas/pbsi yang butuh.,2022-09-10 00:27:41+00:00
iyaaa kalo tujuan nya memperkuat timnas harus segera di naturalisasi sebelum mereka dapet caps di negara lain,2021-06-04 12:54:16+00:00
"timnas indonesia diyakni bakal rugi besar jika tak naturalisasi jordi amat, benar gak sih?",2022-06-28 07:01:10+00:00
klok ini hanya pemain naturalisasi yang di peruntukan kebutuhan klub buka untuk timnas,2022-05-10 12:48:15+00:00
"semakin keren saja sepak bola indonesia, sudah terbukti dong kerjacepat naturalisasipemain menghasilkan permainan yang sangat bagus timnasrasaeropa",2024-03-28 10:36:12+00:00
"semoga saja dia mau, berkaca ke pemilihan pemain naturalisasi timnas sekarang yang mencari pemain liga eropa grade a, semoga perlahan bisa memperbaiki kualitas timnas",2023-08-05 10:54:35+00:00
"gw sih engga masalah timnas indonesia sering naturalisasi cuman apa akan berhasil? kalau mau timnas berjaya, cara satu2nya pembenahan kompetisi dari usia muda yang bagus.",2023-11-16 15:26:56+00:00
"emg timnas ni harusnya full naturalisasi aja, ampas bet org lokalnya",2024-01-28 12:19:33+00:00
karena standar pemain naturalisasi itu biasa saja. sementara euforia dan ekspektasi suporter timnas sudah terlanjur tinggi.,2025-06-18 23:20:33+00:00
"laurin ulrich punya darah indonesia lewat kakeknya yang lahir di surabaya, jadi eligible buat naturalisasi. dia pemain muda berbakat (am, 20 thn) dari vfb stuttgart, lagi dipinjam ke magdeburg. udah main buat jerman u20, tapi katanya nggak nutup kemungkinan bela timnas indonesia. cocok atau nggak tergantung strategi tim & pilihan dia. kalau pssi gercep, bisa nambah kekuatan!",2025-09-20 06:39:00+00:00
"setelah masuknya pemain keturunan, melalui naturalisasi di timnas, dan mereka rata-rata lahir, besar dan bermain di club-club eropa, maka sty sdh tidak cocok lagi untuk menangani timnas indonesia, yang pas saat ini utk timnas adlh pelatih dari daratan eropa.",2024-11-18 01:42:36+00:00
naturalisasi buat timnas ga siee,2022-04-04 06:23:11+00:00
"liat prmainan timnas indo gregetan, smoga aku bs di naturalisasi supaya bs mnperkuat timnas",2024-05-09 14:29:39+00:00
"beberapa hari yg lalu aku ngobrol sama temenku, soal kritik rocky gerung ke timnas indonesia kita ngebahas timnas indonesia yg kebanyakan sekarang pemain naturalisasi dibandingkan anak indonesia sendiri. poin yg kita bahas itu adalah knpa kita harus memakai cara instant ?",2024-10-24 23:57:29+00:00
"gini nih kalo naturalisasi nya memang untuk kepentingan timnas.. liga nya baik, timnasnya juga baik.. ga kayak cabor sepakbola ya kan pak . dan terpantau ketum perbasi nya blm vidcall sm bolden after match kmaren. xixixi ga kayak bapak wkt aff kmaren.",2022-07-13 22:28:46+00:00
"pantes ya coach sty pengen naturalisasi pemain keturunan yg posisinya bek. bek timnas skrg agak kurang kalo dimainin jadi ball playing defender, jadi engga bisa build up serangan dari belakang.",2021-12-09 20:43:05+00:00
kok aku mudengnya ngritik alus proses naturalisasinya ya? bukan total nolak ada pemain naturalisasi di timnas. semacam sbelum dinaturalisasi tu minta mereka berbagi pengalaman sama yg lokal dulu. gitu gak sik..,2021-11-13 08:25:00+00:00
"gak kaitannya dgn nasionalisme kaleeee... lah itu pemain timnas pssi bbrp dari mereka hasil naturalisasi.. apakah mereka diragukan nasionalismenya? ketika penghargaan terhadap profesi dan karya diabaikan oleh penguasa, lebih baik berkarya di tempat yg menghargai.",2023-07-21 23:01:10+00:00
"kasusnya andri udh biasa kok, mirip pemain naturalisasi indonesia. ketika karir mereka di luar negeri bagus ga bakal ada kepikiran buat bela timnas. jadi ya doain aja yg terbaik buat andri syahputra semoga sukses di qatar",2022-08-03 12:39:25+00:00
ya semoga tidak timnas indonesia 2012 part 2. remember orang lagi fun football malah di naturalisasi,2025-01-12 12:36:09+00:00
"ngga salah dong mempertimbangkan orang yg cinta indonesia dari pada ngajak orang yang sok paling hebat. segera naturalisasi saja. penyebab cyrus margono pilih timnas indonesia ketimbang iran, alasannya menyentuh hati! lewat",2022-03-13 15:56:23+00:00
"naturalisasi ? tergantung. kl spt yg dilakukan klub2 indo, gk ada guna bwt timnas, krn levelnya biasa aja. tp jk yg diambil adl pemain2 top di eropa, oke. knp ? utk bersaing dgn vie tha, or dgn tim2 kuat asia, kt butuh pemain2 kelas eropa. yg ada saat ini msh level asean/aff.",2022-01-11 10:00:50+00:00
"mempunyai darah keturunan itu syarat pemain naturalisasi yang diminta oleh regulasi fifa, jika ga punya darah keturunan atau silsilah keluarga fifa juga mewajibkan minimal 5 tahun tinggal di negara bersangkutan. cek kasus marc klok ya pas dilarang fifa membela timnas.",2022-06-29 14:28:46+00:00
timnas indonesia sepertinya butuh naturalisasi harry kane,2024-01-28 13:02:26+00:00
lah yg mereka ambil kan pure naturalisasi bukan keturunan kaya timnas indonesia . lick they're own spit . hahaha,2025-03-29 07:32:37+00:00
"mengapa timnas indonesia banyak naturalisasi pemain belakang, kapan striker?",2023-10-27 03:20:00+00:00
"saran serius untuk para pendukung timnas kalian tak boleh mengulangi provokasi hanya karena ada banyak pemain naturalisasi sebaliknya, seluruh bangsa harus punya gimana menciptakan chemistry dengan kombinasi pemain domestik dan naturalisasi",2024-12-24 01:02:46+00:00
"gak usah marah2 kalau seleksi taruna di ntt putra daerah yg cuma lolos 1 orang, 10 sisanya malah didominasi propinsi lain, barangkali terinspirasi timnas sepak bola, pakai modus naturalisasi",2024-07-08 21:27:43+00:00
"regulasi sampah, miris liat salah satu tim pake 6 pemain asing, walaupun ada yg naturalisasi. efeknya apa naturalisasi kl cuma mengakali regulasi. timnas ga nambah bagus, yg ada nambah kecer.",2021-04-15 13:35:28+00:00
pemikiran yang konyol. yakin dengan dilatih sama pelatih dlm negeri dan full pemain lokal bisa berkembang timnas indonesia? dilatih sama pelatih berkualitas dan ada pemain naturalisasi aja ttp stuck di situ2 ajah.,2023-01-22 10:31:02+00:00
setuju rizky ridho sih. cuma tetep klok walaupun pemain naturalisasi keliatan banget semangatnya buat bela timnas indonesia. marc klok u got my respect.,2022-06-08 18:30:32+00:00
"yuk bisa yuk benahin dari nol mumpung timnas udh bagus nih yuk benahin kualitas liga kita kalo bisa dari ssb benahinnya, lebih bagus kalo sampai ada liga sepak bola antar sma karena ga mungkin domg terus menerus naturalisasi",2024-04-25 21:29:44+00:00
"di naturalisasi bisa , tapi gakan bisa main di timnas indonesia . kan naturalisasi gak harus jadi pemain timnas bang hehe.",2023-10-30 02:56:33+00:00
padahal timnas hasil naturalisasi lahirnya di eropa,2025-03-23 07:52:12+00:00
"pssi emang bangsat abis, proyek instan naturalisasi tiap jeda kayak lagi belanja di shopee, tapi timnas tetep ambyar gak ada hasil. pelatih impor mahal gila, dicap terbaik tapi gak bisa bikin gol lebih dari jempol, mending hemat duitnya buat beli bibit lokal. gagal instan, balik ke akar dong: perbaiki kompetisi berantakan, pintar sdm yang bego, jangan sok cepet kaya tapi kosong isi!",2025-10-12 12:19:57+00:00
"ternyata setelah dicek, akun ini emg sering ya bikin hoax dan postingan provokasi ke anak2 timnas. mana yg jd target selalu pemain naturalisasi. dari rafael, rumor ragnar ke bali united, sampe justin pun kena sm ni akun. lokal pret anak buah towel detected sih inimah",2024-07-13 14:29:57+00:00
"anak2 muda di timnas indonesia dan para pemain naturalisasi yg bgabung di timnas, semoga selalu semangat,bprestasi baik dlm putaran final u20 afc 2023 dan piala dunia u20,2023 mengingat tim2 yg akan btanding dlm u20 afc 2023 dan piala dunia u20 2023 adl tim2 kuat dr bnyk negara.",2022-10-23 05:01:14+00:00
timnas itu tdk butuh pelatih yg kenal asia krn jika dikupas timnas garuda akar isinya dah 90% pemain naturalisasi eropa mrk banyakan dah merangkak ke skill grade a. jadi gak bisa cari pelatih nanggung. sekelas curacao negara seupil bisa pakai d advocaat. timnasday,2025-11-23 00:19:20+00:00
selamat buat timnas (tim naturalisasi),2024-06-13 08:16:05+00:00
indonesia termasuk menyelaraskan tim kepelatihan timnas indonesia sesuai dengan filanesia setelah sebelumnya berbeda 180°. lalu dia di kritik karena kebijakan naturalisasi yg menjadi satu² nya kebijakan populis yang mengamankan masa kepengurusan nya dari tekanan publik yang gak,2025-10-19 05:26:29+00:00
"main di klub2 top lokal, gaji gede, followers banyak, endorse banyak, bagi mereka mah segitu aja udah cukup yang penting udah bikin bangga orang tua dan diri sendiri, masuk timnas mah bonus mangkannya mending banyakin naturalisasi aja, biasanya naturalisasi lebih nasionalis",2022-06-03 08:38:32+00:00
"berarti et masih fokus timnas dan pasti nambah pemain naturalisasi, jgn harap ada blue print sepakbola dalam negeri",2025-11-15 08:43:28+00:00
"setuju banget, bukan naturalisasi ya. tapi, pemain keturunan yang ga kaleng². kerja cerdas lebih enak sembari membangun timnas.",2021-12-10 07:10:49+00:00
"1. dia naturalisasi bukan keinginan sty/pssi 2. dia gak bagus-bagus amat, untuk pelapis pun sejauh ini lebih bagus ernando 3. gak semua pemain yg main di eropa tuh bagus 4. timnas indonesia gak dibangun atas dasar kasian 5. minimal otak lu dipake mikir",2025-03-26 08:59:16+00:00
timnas tanpa pemain naturalisasi mah kasian. timnasday,2024-12-21 16:18:54+00:00
"tinggal tunggu brajil pke pemain naturalisasi, itu tanda2 timnas kita bs juara dunia (dgn catatan: israel gk lolos)",2023-07-05 12:40:06+00:00
permasalahan banyaknya pemaen timnas hasil naturalisasi oleh sebenernya berawal dari karena presiden dan pelatih timnas indonesia sama2 orang yang haus akan legacy.,2023-03-22 11:04:48+00:00
"joey sama matthew bisa jadi opsi jangka pendek untuk memperbaiki pertahanan timnas. sebenernya bingung sama situasi joey suk, dulu masuk proyeksi naturalisasi bareng diego michiels dan stefano lilipaly, tapi kemudian beritanya menghilang. joey suk juga terus bertanya2.",2021-06-03 03:05:28+00:00
"ya sama aja kayak fans liga 1 dan fans timnas lain yang ngatain struick gak guna karena gak bisa ngegolin, naturalisasi kualitas liga 1, striker mandul, striker jualan exclusive, dll. ya emang harus dibandingin biar keliatan. sananta masih muda. masih banyak waktu buat belajar.",2024-04-29 16:34:57+00:00
"sah-sah saja klo sty ada rencana mau stop naturalisasi pemain . --- beda topik, kalau coach is mau naturalisasi peruntukan u-20, ataupun coach nova juga mencari peruntukan u-16, ataupun coach timnas indonesia perempuan juga turut serta. cmiiw",2024-05-13 04:37:08+00:00
"hormat pada mas ainur yang mengangkat ini. roadmap ini adalah kunci. sayangnya, ada narasi membenturkan: yang nuntut roadmap nggak suka timnas jago lewat naturalisasi no, kita mendukung quick win lewat naturalisasi. tapi roadmap ini wajib, biar di masa depan beneran jago.",2025-06-11 04:59:26+00:00
"iyah bener, sosok hotman biar bagaimana pun jadi magnet. toh kita nonton2 juga. ga bakal terlalu mengkritik juga nih karena besok giliran mba rosi ngebahas timnas dan naturalisasi di kompastv",2024-04-24 16:26:41+00:00
luar biasa daya tarik bagi pemain-pemain naturalisasi kita. biar makin kompetitif seleksi masuk timnas indonesia,2023-09-07 06:24:11+00:00
"soalnya pemain2 muda indonesia jg banyak yg bagus2 contoh egy, asnawi, witan, bagus kahfi, bryliann, david maulana, jgn sampai timnas banyak naturalisasi, bisa sih cukup 3-4 pemain aja, yg sesuai dgn kebutuhan timnas",2021-06-14 13:07:28+00:00
"stystay coach tolong coach jangan out. kenapa si orang orang gak bisa melihat ketulusan coach. ibul sebenernya selalu mendukung loh kemauan sty buat yang baik baik seperti naturalisasi pemain. kinerja ibul itu bagus, kalau mereka out emang menjamin sepak bola indonesia bagus?",2022-10-13 01:30:29+00:00
"fm 20, pakai timnas indonesia tembus 40 besar.... di fm 23 sudah pakai pemain naturalisasi masih susah menang wkwk",2023-04-22 01:57:12+00:00
"ini bahas risiko naturalisasi mees hilgers ke timnas indonesia. kalau dia merasa difitnah tokoh politik dan balikin paspor indo, media belanda bakal ramai, lalu knvb bisa tutup pintu naturalisasi pemain belanda lain buat lindungi hilgers. skenario terburuk: pssi kehilangan opsi talenta eropa serupa.",2025-10-15 04:41:47+00:00
"hahaha ga yg muda, ga yg senior. sama aja butut nya. emang ini timnas wajib pake 100% naturalisasi biar ky france. gausah pake teriak2 lokal pride basiii",2023-04-14 15:35:30+00:00
timnas qatar banyak pemain naturalisasi apa gimana ini ?,2021-07-21 01:56:46+00:00
makin yakin mnding timnas isinya naturalisasi aja semua,2023-07-25 09:38:43+00:00
"ah, bodo amat kalau kualitas liga indonesia masih jelek. yang penting timnas indonesia punya pemain naturalisasi. kalau timnas indonesia kalah, yang disalahkan harus pelatih. federasi selalu benar dan tidak boleh salah . betul tak ? .",2024-12-23 03:52:22+00:00
"melihat cara bermain pemain tengah ke depan timnas u23 indonesia, pantas saja timnas senior butuh banyak pemain naturalisasi. memang beda kelas antara beckham putra dengan marselino. sananta juga bermain buruk.",2023-08-20 14:37:28+00:00
"oma meta dari belanda tiba2 komen post story tentang timnas indonesia yang banyak pemain belanda. tidak bisa dipungkiri karena naturalisasi pemain keturunan belanda, timnas sekarang bisa lebih bersaing. apapun strateginya goalnya masuk piala dunia dan timnas yang lebih baik.",2024-11-20 15:29:03+00:00
"rupanya pengalaman para pemain naturalisasi dari eropa tidak terlalu positif jadi penyebabnya,” tambah walsh. siapa aja tuh? johnny van beukering? raphael maitimo? marc klok? raphael maitimo? ilija spasojevic? hebat yak pengalaman pemain eropa tidak terlalu positif ke timnas.",2021-08-08 16:12:16+00:00
"coba deh timnas naturalisasi sterling, saliba sama osimhen, biar juara",2023-08-26 16:11:19+00:00
selama suportif. pokoknya menang dan bendera merah putih berkibar. gada urusan naturalisasi ataupun lokal! 5 tahun kedepan timnas semakin berkibar. jangan dipolitisasi ya tolong para pejabat. jangan ganggu jadwal latihan mereka demi ambisi kuasa kalian!,2024-04-26 05:58:57+00:00
"timnas indonesia pernah punya striker naturalisasi yang disegani di asia, sayang kariernya di skuad garuda berantakan",2024-02-26 08:01:35+00:00
"yang katanya timnas lapis dua ! tanpa naturalisasi, tanpa tc panjang, dan tentunya tanpa drama. timnas bola mana bisa. -",2025-09-11 14:59:59+00:00
"hahaha, orang kampung rasis cok, malu kalah sama pemain lokal biasa, padahal udh 3 asing, 2 naturalisasi, sisanya timnas",2021-03-22 14:53:26+00:00
nilai pasar skuad timnas indonesia auto dikuasai pemain naturalisasi.,2022-11-23 13:05:00+00:00
"jika renard mengkhawatirkan jiwa tim karena naturalisasi. kita sebagai pendukung timnas indonesia justru jauh lebih khawatir tentang jiwa fair play kompetisi itu sendiri, ketika tuan rumah memanfaatkan keunggulan non-teknis secara maksimal. kritik terhadap identitas tim menjadi minor ketika integritas kompetisi dipertanyakan akibat ketidakadilan jadwal serta polemik penunjukan wasit. bagaimana menurut kalian?",2025-10-08 12:50:47+00:00
"keren, prestasi yg membanggakan, timnas bola aja yg buat program naturalisasi ngga bisa menyaingi... bravo indonesia...",2022-08-20 08:07:20+00:00
