cleaned_text,label,createdAt
mungkin alasan sty pengen naturalisasi karena passing pemaen timnas pada ngaco. udah gak bisa diselamatkan.,0.0,2021-12-09 14:29:22+00:00
"jadi udah tau lah ya, kenapa (menurut gua) timnas bola kita butuh pemain naturalisasi yang maen di liga-liga top eropa sana?? ngandelin pemain liga lokal mah yaudah..",2.0,2021-12-09 14:30:16+00:00
abis ini ada media atau influencer indonesia interview dia kamu minat gak naturalisasi dan maen di timnas indonesia?.,1.0,2021-12-09 18:02:14+00:00
"pantes ya coach sty pengen naturalisasi pemain keturunan yg posisinya bek. bek timnas skrg agak kurang kalo dimainin jadi ball playing defender, jadi engga bisa build up serangan dari belakang.",,2021-12-09 20:43:05+00:00
"ya intinya emang gak serius aja ikutan turnamennya. gimana mau ngumpulin pemain2 terbaik, kalau tiap tim dibatas cuma bisa kirim 2 pemain ke timnas terus buat apa naturalisasi marc klok, spaso, dll?",,2021-12-10 02:22:50+00:00
"setuju banget, bukan naturalisasi ya. tapi, pemain keturunan yang ga kaleng². kerja cerdas lebih enak sembari membangun timnas.",,2021-12-10 07:10:49+00:00
jawabannya kok ngalor ngidul naturalisasi timnas baru elkan banggot yg bs gabung di timnas,0.0,2021-12-10 19:35:14+00:00
"nonton timnas indonesia lawan laos sempet bingung ada pemain bule, mungkin naturalisasi... sing penting menang mudah2an juara affsuzukicup2021",2.0,2021-12-12 11:26:29+00:00
"oh ya, nggak usah jauh. timnas cewenya deh naturalisasi dulu, jngn maksa pemain yg kapasitasnya masih u-17 buat ke senior",,2021-12-13 12:38:59+00:00
"ya kalo ngerti sepakbola sih gak kaget. kalo ngeliat rekam jejak para pemain asing atau naturalisasi disini pun mereka dulu pernah menjadi bagian timnas negara mereka di usia muda. ya kayak el loco, simic, carlos fortes dan banyak lagi pemain asing lainnya ex timnas muda",1.0,2021-12-14 08:11:17+00:00
"dugaan saya pemain naturalisasi timnas gobak sodor itu ga sepenuhnya tanggalkan kewarganegaraan asalnya, bisa jadi sekarang dia punya 2 paspor",,2021-12-15 11:11:20+00:00
bisa gak ya sepak bola indonesia di hapus saja..emg udah ga bisa ketolong udah hancur kq masih aja di pertahanan mending bubarin aja lha sepak bola indonesia ini ga ada perkembangan..klo mau maju cuma 1 pake pemain naturalisasi semua nya..,0.0,2021-12-15 13:53:50+00:00
timnas+pemain naturalisasi+shin tae yong = wonderfull,,2021-12-15 14:47:24+00:00
artinya sampe 2029 kita ga akan berbicara banyak di luar level asean. kecuali: -melakukan beberapa naturalisasi posisi kunci dengan pemain yg jago dan posturnya bagus. -mempersiapkan tim manajerial yang lebih bagus untuk timnas dari skrg.,0.0,2021-12-15 23:25:54+00:00
"kalo ngomongin timnas kita, sy cuma menyayangkan aja dgn merekrut pemain naturalisasi. kayak berasa nggak murni aja. semoga 5 tahun kedepan timnas sdh tdk perlu lg ada pemain naturalisasi. sudahilah, biar aja kalah terhormat, daripada menang tp berasa nggak sempurna .., maaf",0.0,2021-12-16 08:53:03+00:00
"persiapan dan mental kurang, liga tetep jalan, udah gitu naturalisasi asal2an",0.0,2021-12-17 12:35:19+00:00
percayalah jika timnas sllu mengandalkan pemain naturalisasi gk bakal kita bisa jdi juara.. belajarlah dari aff u 19 besutan indra syafri..dan klo bisa usul indra syafri yg dijadikan pelatih inti timnas indonesia,0.0,2021-12-18 12:00:01+00:00
"ada beberapa faktor: 1. naturalisasi waktu itu baru berjalan, bachdim gonzales bener2 buat pembeda banget 2. liga indonesia belum ada perpecahan, belum ada perpecahan di klub maupun federasi, euforia di liga juga bagus 3. timnas u-19 era evan dimas dkk",,2021-12-19 06:23:14+00:00
naturalisasi anaknya sty biar bapaknya betah latih timnas indonesia...,0.0,2021-12-19 15:24:51+00:00
skuad timnas aff ini gak ada pemain naturalisasi ya?,1.0,2021-12-19 15:48:16+00:00
"udah ga mungkin, mas. soalnya dia sendiri ga menjadikan timnas indonesia sbg pilihan. yg saat ini sedang diusahakan pssi adalah naturalisasi jordi amat, mees hilgers, sandy walsh, dan kevin diks.",1.0,2021-12-19 17:38:44+00:00
"kalo pun ada naturalisasi lagi, gue harap mereka ngga cepat cepat pindah ke liga 1. biar main di luar aja terus. yang kita perlukan buat naik level di timnas memang soal pengalaman main di liga yang sekompetitif eropa.",2.0,2021-12-20 05:51:32+00:00
"tapi emang pas ngelatih filipin asli bagus banget ini orang, beneran deh lo boleh taruhan ama gue kalo ini orang nggak masuk timnas filipin nggak kayak sekarang meskipun 11 pemain naturalisasi semua. dari tahun 2002 bahkan 80an timnas filipin udh pake pemain naturalisasi",2.0,2021-12-20 08:25:23+00:00
"baru ada elkan timnas racikan sty udah keren, gimana kalau ditambah pemain naturalisasi lain ya",2.0,2021-12-20 09:08:32+00:00
"tuh dibawah ada yg bilang naturalisasi gagal, pemain gabisa lari, siapa lagi kalo bukan si onoh emg gabisa bedain ezra lagi main buat timnas/persib, dari warna bajunya udah keliatan.",0.0,2021-12-22 00:34:42+00:00
"timnas sekarang banyak pemain naturalisasinya. bagiku gapapa. selama kualitas liganya masih gitu-gitu aja, timnas ya bakal susah bersaing. toh saat ini yang naturalisasi juga ga sebanyak itu yang main di timnas. udah mulai banyak juga pemain lokal main di luar. itu proses bagus",2.0,2021-12-22 03:31:55+00:00
bisa bisa nya pemain no 25 singapore masuk timnas wkwkwkwkw... gda bahan naturalisasi lagi ?,,2021-12-22 13:13:03+00:00
"timnas sekarang isinya pemain lokal kualitas atas, pemain yg main di eropa, sama naturalisasi dg kemampuan top. semoga selepas ini lebih banyak pemain lokal main di liga luar.",,2021-12-22 13:29:59+00:00
"kelassss..witann.. awal2 2 kubu msh grogi. lini tengah dikuasai timnas, transisi baik, passing2 progress nya baik, chemistry smakin terbentuk. baru pemain naturalisasi korea yg kliatan dri singa. taktik sty msh tepat. timnasday indonesiaaa !!!!!",2.0,2021-12-22 13:33:01+00:00
lain kali timnas indonesia ambil naturalisasi ssb ajax yg berhasil aja jangan yg gagal kayak ezra.,0.0,2021-12-22 14:51:14+00:00
"kl gak, setiap menjelang lakon timnas, selalu yang diteriakkan naturalisasi. maunya instan. kenapa gak dibenahi dulu dari aturan pssi nya? misal aturan pemain asing 3 +1 orang, tapi tidak bisa 2 atau seluruhnya striker. max 1 striker yg didaftar timnasday timnasgaruda",0.0,2021-12-22 16:24:48+00:00
"dgn adanya naturalisasi, makin bnyk pemain yg bisa diperhitungkan utk bela timnas. scr ga langsung juga bisa jd motivasi pemain supaya ga kalah saing dan mau berkembang. emg ga semua naturalisasi sukses, tp ga ada salahnya mencoba",2.0,2021-12-23 11:47:34+00:00
"ragnar oratmangoen harus bisa diusahain pssi, kalo dia jadi di naturalisasi gua yakin lini tengah timnas indonesia bisa lebih kuat",2.0,2021-12-23 12:26:16+00:00
"karna kalo pemain keturunan bisa langsung main di timnas, urus dokumennya gampang klo pemain full naturalisasi harus tunggu 5 tahun baru bisa main kyk marc klok, dan tidak kontroversial di bilang bukan pemain indonesia karna mmg punya darah indonesia",,2021-12-24 01:01:21+00:00
"logika macam apa ini, dipikirnya liga2 dan federasi negara2 amerika latin dan afrika bagus apa? tp krn pemain2 mereka mau main ke eropa, standar pemain timnas dan kualitasnya pun ikut naik. pemain naturalisasi ini jd pemacu buat pemain2 lokal biar naikin standarnya.",2.0,2021-12-24 18:45:04+00:00
"""satu2nya pemain naturalisasi indonesia yg berhasil hanyalah cristian gonzales. sisanya macam igbonefo, nwokolo, otavio dutra; masih mending dapat caps di timnas. sisanya gagal total, bahkan banyak yg belum merasakan panggilan timnas. lilipaly baggot bukan naturalisasi ya""",0.0,2021-12-25 12:23:03+00:00
"timnas tanpa naturalisasi, umur rata” team 23 tahun",1.0,2021-12-25 12:44:22+00:00
tetep lah timnas jaman firman utina bp boaz paling terbaik. skrg bnyk naturalisasi gangaruh,0.0,2021-12-25 14:26:41+00:00
ga sia sia timnas kipernya naturalisasi dari spanyol,,2021-12-25 14:27:08+00:00
"iya gakpapa wkwk justru semakin banyak supporter semakin bagus dong, btw pemain naturalisasi itu warga negara asing yg merubah statusnya jadi wni biar bisa main di timnas",1.0,2021-12-25 16:24:55+00:00
"liat betapa senengnya pas menang kemaren.. gua bangga bgt sama mereka.. liat juga yang cuma keturunan tapi mau bela indonesia. elkan baggott, ezra walian + igbonefo yg naturalisasi walau gaada keturunan indonesia mereka bangga bisa bela timnas :",2.0,2021-12-26 07:54:32+00:00
"kukira nadeo pemain naturalisasi, jebule misuhe jancuk efek fyp tiktok timnas kuabeh",0.0,2021-12-27 05:07:33+00:00
"""harusnya sih jangan ya. soalnya proyek sty ini kan jangka panjang; banyak pemain muda di timnas biar pas di golden age jadi alias nyetel dan lagi mau naturalisasi pemain.""",0.0,2021-12-27 16:07:41+00:00
"wanjayyyyy, ternyata timnas manggil striker baru toh? baru tau gw, jangan naturalisasi jg",1.0,2021-12-28 05:35:29+00:00
"ngomong ngomong naturalisasi pemain buat timnas , nemu jackpot di seorang mees hilgers tuh. lagi dilirik psv eindhoven. sekarang main di fc twente. bakal menarik kalau sampe berhasil gaet ini pemain satu selain ragnar oeratmangoen. bukan ngga mungkin mees dilirik knvb juga.",2.0,2021-12-28 09:54:44+00:00
"timnas indonesia butuh benzema. skema taktik all out defence. kalo bek udah dapat, tekan bulat atau segitiga kedepan. benzema lari dan shoottt keras goll. . naturalisasi benzema",2.0,2021-12-29 02:18:07+00:00
katanya diklat persib salah satu yang terbaik. satupun pemain binaan persib kok ga ada yg di panggil timnas? di panggil dua pemainpun itu bukan pemain binaan asli. itupun pemain naturalisasi udh gitu yg satu belum juga di percaya tampil,0.0,2021-12-29 09:25:50+00:00
timnas era naturalisasi part 1 adalah sebenar-benar generasi emas timnas indonesia. nepi selebrasi irfan bachdim dijadikeun koreo praktek senam pas aing sma ku si diddo.,2.0,2021-12-29 13:04:48+00:00
"elias dolah, tristan do, manuel bihr, philip roller nama2 pemain naturalisasi thai yg beken, pssi kalo cari pemain keturunan yg model bgini lah, jgn asal tamvan, skillnya juga harus diatas pemain lokal timnasday",0.0,2021-12-29 13:06:37+00:00
"menang lgsg konvoi, kalah jersey timnas ga jadi to the moon. still win win for me . sty pertahankan, cari pemain naturalisasi eropa, fokus piala asia 2023.",2.0,2021-12-29 14:17:51+00:00
kyknya timnas perlu naturalisasi satu lagi bule lho pak..,2.0,2021-12-29 14:27:54+00:00
"ternyata timnas indonesia stuck disitu2 aja yaa, kirain ada perkembangan ya berarti gasalah sty mau banyak pemain naturalisasi, biar punya pemain timnas yg isi staminanya roti susu",0.0,2021-12-29 14:32:22+00:00
"tiga tips menurut gua ampuh buat bikin timnas indonesia minimal juara di asia tenggara: 1. wajib militer bagi semua atlet yg membawa nama negara di kancah internasional (fisik) 2. syarat dipanggil masuk timnas dinaikkan, minimal bermain di klub luar indonesia 3. naturalisasi",2.0,2021-12-29 14:50:56+00:00
"1. skuad ini masih muda, kasih waktu 2-3 dibawah sty kita bisa ngejar vitnam/thai 2. naturalisasi prioritas di penyerang, lokalan ga ada yg bs dharapkan 3. liga joget coba dibenerin lah, apa2an liga bisa jalan saat timnas main",2.0,2021-12-29 16:03:12+00:00
messi suruh naturalisasi dlu ke timnas baru bisa kek gini,0.0,2021-12-30 00:27:25+00:00
pemain asing ojo gelem di naturalisasi nak timnas indonesia. rugi eman karir,0.0,2021-12-30 02:07:51+00:00
"aku terakhir ngikutin timnas itu pas dulu si kim jeffrey naturalisasi trus irfan bachdim balik ke indo stlh itu, entah mengapa g denger kabar-kabar timnas lg, baru kedenger aff ini jadi? gimana dong? wks elaaah... bangga ke timnas sendiri dikatain fans dadaka........",0.0,2021-12-30 02:50:17+00:00
bukannya gak nasionalis gak dukung timnas... realistis boss... kalau sty sdh latih 5 tahunan dan dikasih bibit unggul mungkin lain cerita.. ini kan ngandalin catutan dan naturalisasi,0.0,2021-12-30 05:03:36+00:00
"perhatikan kata material. ya. fokusnya itu bangun stadion, kirim segelintir pemain ke luar latian bentar, naturalisasi pemain, hire pelatih timnas asing yg mahal. itu oke, tapi tidak substansial dan short term. nggak lebih dari semacam gimmick politik aja. panjang dah..",0.0,2021-12-30 06:42:52+00:00
"setelah duet bepe-boaz, indo belum punya striker yang oke. j. van beukering, e. walian, dan bahkan g. nwokolo yang ajib banget di liga, tetep masih kurang bisa kasih kontribusi buat timnas. ini contoh nyata indo harus fokus develop calon striker lokal dan kurangin naturalisasi",0.0,2021-12-30 09:14:24+00:00
"kalau mau naikin level timnas secara cepat, naturalisasi pemain yg main di eropa, cari pemain keturunan yg potensial, kesampingin yg main di liga lokal dan ambil pemain2 yg main di liga luar, agar pemain lokal terpacu untuk terus berkembang (kecuali pemain lokal lg top perform).",2.0,2021-12-30 19:46:59+00:00
"kebanyakan yg sudah2 pemain dinaturalisasi hanya untuk kepentingan club, bukan timnas, lalu mereka yg gasuka dgn pemain naturalisasi menjudge klau para pemain naturalisasi pasti gagal, kasian untuk pemain keturunan, padahal dia juga punya hak yg sama untuk bela timnas.",0.0,2021-12-30 19:53:38+00:00
tweet besok pagi tunduh kurang sare gitu aja terus sampe jarjit naturalisasi timnas indonesia,0.0,2022-01-01 15:42:43+00:00
pak mau tanya dong...buruknya kualitas liga 1 itu apa termasuk terlalu banyaknya akal2an naturalisasi pemain oleh klub sehingga bisa menambah kuota pemain asing klub? dan bukan mendukung kerangka timnas? shg pemain lokal spt striker jadi minim menit bermain?,,2022-01-05 06:21:32+00:00
emangnya naturalisasi pemain keturunan yang main di luar negeri itu udh menjamin prestasi untuk timnas indonesia yaa???,0.0,2022-01-06 09:56:52+00:00
"selepas boaz, timnas indonesia lebih mengutamakan penyerang naturalisasi. penyerang indonesia kurang dapat kesempatan di liga dan regenerasi yang awalnya terlihat menjanjikan pun terputus.",0.0,2022-01-07 12:52:22+00:00
"naturalisasi diharapkan jadi jalan pintas dalam mengangkat performa timnas indonesia. sayangnya, sejumlah pemain naturalisasi gagal tampil mengesankan bersama skuad garuda. cnnindonesia",0.0,2022-01-08 01:30:00+00:00
"hmm, tapi ini emang salah satu skuad terbaik yg pernah dimiliki timnas indonesia sih. meskipun full pemain lokal (tanpa keturunan / naturalisasi), tapi kualitas di semua sektornya merata dari mulai kiper, bek, gelandang, sampe strikernya bagus semua kangen timnas era ini",2.0,2022-01-08 01:43:09+00:00
"naturalisasi ? tergantung. kl spt yg dilakukan klub2 indo, gk ada guna bwt timnas, krn levelnya biasa aja. tp jk yg diambil adl pemain2 top di eropa, oke. knp ? utk bersaing dgn vie tha, or dgn tim2 kuat asia, kt butuh pemain2 kelas eropa. yg ada saat ini msh level asean/aff.",,2022-01-11 10:00:50+00:00
4 pemain naturalisasi yang siap diperkenalkan di timnas. semoga mereka bisa memberikan kontribusi positif bagi timnas indonesia. 1. jordi amat 2. sandy walsh 3. need hilgers 4. ragnar oratmangoen,2.0,2022-01-13 10:14:57+00:00
"lagian pembinaan pemain kan harusnya dari klub bukan timnas toh yg diambil sty bukan pemain asing, melainkan punya hubungan darah dengan indonesia. masih banyak yg salah kaprah antara pemain naturalisasi dengan pemain keturunan.",,2022-01-16 16:46:05+00:00
"bangun pagi langsung dihadapkan sama pernyataan haruna soemitro-nya madura united yg menolak naturalisasi pemain. pak tua, mereka itu pemain keturunan bukan naturalisasi yg ga ada garis keturunan bs jd pemain timnas paspor indonesia. klo masih ga faham lebih baik anda diem.",0.0,2022-01-16 22:24:02+00:00
bapak tau bedanya naturalisasi sama keturunan gak sih pak??? diketawain sama timnas prancis itu lho pak mereka pakai keturunan bisa juara piala dunia,0.0,2022-01-17 00:48:47+00:00
"haruna sumitro jelek! semua omongannya jelek! kecuali soal naturalisasi..aku ndukung omongan beliao..wkwkwk. entah naturalisasi dipaksakan, atau ada sedikit karena campuran darah indonesia. ingat, siapa terakhir striker timnas aseli wong indonesia? dedik? wkwkwk..",,2022-01-17 03:13:10+00:00
kalau kayak gini kapan maju nya sepak bola indonesia. kayaknya ngga cuma pemain yang di naturalisasi tapi pengurus pssi juga perlu di naturalisasi harunaout,0.0,2022-01-17 08:08:39+00:00
"sebener e untuk memajukan sepak bola indonesia, lebih efektif melakukan naturalisasi pengurus pssi daripada pemain harunaout",0.0,2022-01-17 10:37:11+00:00
para pemain eropa yang merupakan keturunan indonesia kembali bertambah. semoga naturalisasi ini membawa timnas indonesia berjaya di asia dan mampu menembus piala dunia,,2022-01-17 18:36:15+00:00
"lawan timor leste yg serumpun dng portugal, timnas sampai harus nurunin pemain naturalisasi ronaldo dan figo",0.0,2022-01-18 10:31:48+00:00
"naturalisasi memang perlu mengingat masih banyak kelemahan yang dimiliki oleh timnas indonesia. namun, adanya pemain naturalisasi tak menjadi jaminan sebuah tim bisa memenangkan trofi. headline",0.0,2022-01-21 13:30:00+00:00
"btw pelatih timnas putri dan ketum pssi ga minta naturalisasi instan juga? timnas putra ada kompetisi, pemain berlimpah tapi maksa proyek naturalisasi. timnas putri ga ada kompetisi, pemain minim tapi ga ada naturalisasi. di jis tuh banyak bule pinter main bola, kayak sam kerr",0.0,2022-01-22 02:11:23+00:00
jujur saya heran dgn sepak bola indonesia...mulai dari pemain lokal hingga menggunakan jasa pemain naturalisasi tetapi tetep aja minim prestasi padahal pilipina yg dulu jd bulan bulan kita skrg rangking fifa nya jauh meninggalkan kita...apanya yg salah dgn timnas kita,0.0,2022-01-25 16:16:09+00:00
belajar dari hancurnya naturalisasi asal jadi timnas timor leste,0.0,2022-01-26 12:24:07+00:00
"pemain produk liga dagelan keliatan kualitas aslinya di permainan timnas sekarang. tanpa pemain naturalisasi dan abroad, timnas indonesia cuma sekelas tim bola pon. haruna masih mau bilang naturalisasi ga penting??",0.0,2022-01-27 12:44:43+00:00
"timnas indonesia sedang bertanding melawan timor leste malam ini. mainnya jelek, khususnya edo dan dedik. pengen liat pemain naturalisasi segera main.",0.0,2022-01-27 12:52:35+00:00
"baru tau ternyata ronaldo udh di naturalisasi dr timnas portugal ke timnas indonesia, rambutnya juga berubah",0.0,2022-01-27 13:59:59+00:00
"3rd gig of today (3/3). ngomongin penting gak penting pemain naturalisasi terutama untuk timnas indonesia bareng di youtube . btw, menurut lo... naturalisasi tuh perlu gak sih?",1.0,2022-02-02 15:54:31+00:00
"demi prestasi timnas, pssi melakukan naturalisasi pemain. program ini udah dilakukan lebih dari satu dekade. hasilnya, belum tampak. mungkin, karena yg lebih perlu dinaturalisasi adalah pengurus federasi dan para wasit serta asisten wasit. parah bener kinerjanya.",0.0,2022-02-03 06:22:18+00:00
joktug! ada yg bisa buat mosi pro tentang naturalisasi pemain sepakbola timnas indonesia? sekalian rep v yaaa,,2022-02-12 12:22:22+00:00
tak selamanya pemain naturalisasi memberi dampak positif untuk timnas indonesia. lima pemain ini buktinya.,,2022-02-17 06:30:00+00:00
"saya sebetulnya malas membahas naturalisasi instan dengan dalih kepentingan negara demi timnas indonesia. tapi, penolakan dari 3 pemain baru-baru ini menunjukkan kebijakan ini tidak dirancang dengan baik. kalau memang serius, tirulah turki.",0.0,2022-02-19 06:16:23+00:00
buat yang familiar sama pssi/sepak bola indonesia: pemain naturalisasi itu mereka naturalisasi jadi wni nya lewat prosedur normal kah? ato ada semacam fast track/jalur khusus?,1.0,2022-02-19 09:56:06+00:00
"waduh, tahu gini dulu kagak usah dinaturalisasi sih kalau minim kontribusi untuk timnas indonesia.",0.0,2022-02-19 12:10:00+00:00
"timnas indonesia mungkin bisa dicoba, daripada dibacotin sama kaum rahayu cuma bisa naturalisasi pemain doang. ya setidaknya bisa jadi macan asia lagi lah.",0.0,2022-02-19 17:35:01+00:00
"tinggal 1 slot naturalisasi, apakah mattew steenvoorden? yang jelas steenvoorden sudah lama ingin bela timnas garuda. bola berada di kaki coach sty, tinggal mau mengumpan ke steenvoorden apa pemain lain.",1.0,2022-02-22 08:01:29+00:00
gak sengaja lihat rencana naturalisasi pemain2 keturunan buat maen di timnas bola. akusih tim ga peduli ya klopun misal starting eleven pemain naturalisasi smua wkwk. trus pasti ada yg nyinyir lah beda kualitas lah sama pemain lokal gabisa disamain. laahh?? aneh wkwk,2.0,2022-02-25 02:19:41+00:00
"sama seperti jordi amat, jika kemarin kevin diks jadi di naturalisasi kemungkinan akan menemui kendala seperti ini diks terkir kali membela timnas belanda saat usianya di atas 21 tahun pada 2018 tapi kalau lihat case munir kedua pemain di atas bisa membela timnas indonesia",,2022-02-25 09:53:09+00:00
"anjir bocor di podcast wkwkwk naturalisasi timnas bola ambil emil audero/kiper sampdoria wkwk padahal dulu sempet viral , tolak mentah2 timnas indo wkwk",,2022-03-01 15:00:41+00:00
timnas indonesia dapat keuntungan jika naturalisasi emil audero,2.0,2022-03-02 14:10:09+00:00
lagi ngomongin naturalisasi di pos kiper timnas. yang namanya mu tetep kena senggol,0.0,2022-03-03 02:29:35+00:00
emil kalo ke timnas sih ga ada kendala di aturan fifa harusnya. tinggal liatin akta kelahiran aja. ya sama koordinasi dgn figc krn caps di italy junior. cyrus kalo udah pegang paspor sini juga aman. kalo belum pegang dan skrg pegangnya paspor us sih kyanya harus naturalisasi.,1.0,2022-03-04 01:32:24+00:00
sepak bola indonesia tidak akan maju selama: 1. wasite buluk 2. gelat gelut wae 3. supporter do padu 4. supporter kencing sembarangan di stadion 5. klébété ra paham offside 6. pssi masih kayak gitu 7. kalah ngamuk 8. stres naturalisasi 9. tambahono dewe sakterusé...jik akeh,0.0,2022-03-08 02:19:09+00:00
"memang calon pemain naturalisasi yang satu ini, paket komplit. attitude bagus, skill kuereenn, dan satu lagi, cinta indonesia banget. lancar nyanyi indonesia raya di kbri brussel ditunggu debutnya bela timnas garuda di kualifikasi piala asia 2022.",2.0,2022-03-08 13:13:31+00:00
"prestasi timnas kurang jos, pakai pelatih asing dan naturalisasi pemain. kinerja wasit sarat kontroversi, wasit asing disiapkan jadi solusi. sebenarnya, ini kebijakan yg normal. toh, ketuanya kan bule. iwan bule. kapan ini exco pssi atau pt lib-nya orang asing juga? ooops.",,2022-03-08 14:29:31+00:00
"eh itu pemain yang mau di naturalisasi njamin timnas dapat prestasi, mari berdiskusi mbang gabut ~",,2022-03-08 17:59:41+00:00
"teja, kalo warga negara itali, donnarumma juga bakal jadi cadangannya, jadi lu gausah cape-cape naturalisasi si emil buat jadi kiper timnas. emil biar fokus di jabar aja.",,2022-03-09 16:02:00+00:00
"timnas indonesia perlu ditingkatkan agar kompetisi terdongkrak lebih baik, caranya? naturalisasi pemain!",,2022-03-10 09:45:05+00:00
"ngga salah dong mempertimbangkan orang yg cinta indonesia dari pada ngajak orang yang sok paling hebat. segera naturalisasi saja. penyebab cyrus margono pilih timnas indonesia ketimbang iran, alasannya menyentuh hati! lewat",,2022-03-13 15:56:23+00:00
"diharapkan, dengan pemain naturalisasi, timnas indonesia wajib berprestasi. selengkapnya: timnasindonesia",,2022-03-15 10:56:11+00:00
"stop polemik naturalisasi, lihatlah dari timnas prancis!",2.0,2022-03-17 08:55:34+00:00
"timnas italia yang berprestasi aja ngga alergi sama naturalisasi kalo emang lagi butuh kok, timnas indonesia yang nir-prestasi dan manajemennya nggak kompeten kok alergi naturalisasi",0.0,2022-03-18 18:02:45+00:00
"otd 23 maret 2013 sergio van dijk debut bersama timnas indonesia. tiga bulan kemudian, ia ikut laga uji coba vs belanda. setelah dua pertandingan, van dijk hilang bak ditelan bumi. naturalisasi harus beriringan dengan pembinaan dan pengembangan pemain muda lokal.",0.0,2022-03-23 15:22:38+00:00
"sing penting sponsor masuk, denda pemain dan klub, timnas naturalisasi. wes. yg lain urusan tuhan wkwk",0.0,2022-04-02 00:36:02+00:00
simple aja 5 timnas 2 naturalisasi 4 asing gitu ya dik rumus lu dulu?,1.0,2022-04-03 06:36:05+00:00
semoga di naturalisasi timnas garuda,2.0,2022-04-03 21:06:39+00:00
pemain berlebel timnas can tentu alus di klub. percuma pemain naturalisasi nu timnas tapi kualitas kurang pantes. pilih sesuai kebutuhan dan karakter yang di butuhkan tim dan pelatih. tong loba teuing kalem kaburu meunang pemain sesa supres2maderpakerlah!,0.0,2022-04-04 04:45:05+00:00
naturalisasi buat timnas ga siee,,2022-04-04 06:23:11+00:00
"naturalisasi kebutuhan klub cepet, giliran naturalisasi keturunan rekomendasi dari pelatih timnas lamanya kek puasa emyu",0.0,2022-04-05 05:47:49+00:00
"dari 35 pemain naturalisasi, hanya empat nama yang tembus dua digit penampilan bersama timnas indonesia. bahkan, hanya gonzales dan lilipaly yang mencapai kepala dua. sisanya, gagal dengan bermacam alasan: usia menua, tak sesuai kebutuhan pelatih, hingga hilang tanpa kabar.",0.0,2022-04-05 09:20:46+00:00
"dibagi lg ndit, yg emang sengaja naturalisasi buat kebutuhan timnas siapa aja. kalo liat kayaknya banyak yg emg ngurus sendiri ya krna faktor sudah memenuhi syarat pindah wni",1.0,2022-04-05 09:27:27+00:00
dia itu jatohnya naturalisasi apa ketururnan sih bang? soalnya kan kaya jepang tuh kalo gasalah timnas futsalnya ada kiper asing asal eropa atau amerika latin kalo gasalah deh,1.0,2022-04-05 12:42:58+00:00
posisi erling dedik sbg striker lokal non naturalisasi di timnas akan terusik kayanya,1.0,2022-04-06 07:14:34+00:00
"tiap liat/baca respon pemain naturalisasi yg semangat bwt gabung timnas tuh rasanya kek terenyuh, bangga aja liat nasionalis mrk",,2022-04-07 09:08:04+00:00
bambang bayu septiaji opo di naturalisasi sm timnas myanmar min?,1.0,2022-04-08 09:39:08+00:00
ini kiper timnas naturalisasi ya? tapi passionnya keren banget anjirrr respect,2.0,2022-04-10 11:44:59+00:00
"katro,mental jadul. gausah sok,tim nasional peringkat 1 sampe 10 besarpun banyak pemain keturunan,kita siapa? timnas peringkat 160 aja kok belagu. baca berita bang,pemain naturalisasi yg dulu2 itu pemain mana? ya pemain tim liga indo,klub2 bobrok. jgn samain sama yg skrg",0.0,2022-04-10 19:13:09+00:00
"baca berita bang,bedain naturalisasi kebutuh klub sama timnas,kalo klok,igbonefo,walian,van dijk,bio paulin,gonzales,beto dll itu cuma level liga indo aja,liat yg skrg,pemain klub liga atas dunia,kalo mau koar2 harus liat2 dulu bang wkwk",1.0,2022-04-10 19:14:43+00:00
ngga sreg sih timnas diisi pemain naturalisasi..,0.0,2022-04-11 06:44:10+00:00
"iya, ini bek naturalisasi baru timnas indonesia. pernah ketemu mane.",,2022-04-11 07:35:31+00:00
wah kaget kirain proyek naturalisasi ini buat kepentingan timnas ternyata buat klub. sesuatu yg belum pernah terjadi di sepakbola indonesia ini.,0.0,2022-04-11 17:04:09+00:00
"udah di naturalisasi malah ke indo, alamat ga lama kepake di timnas..",0.0,2022-04-11 21:43:05+00:00
percuma naturalisasi tapi langsung main di liga dagelan. kualitas permainannya pasti akan menurun dan kontribusi di timnas dikhawatirkan minim seperti pemain naturalisasi sebelum2nya. pantesan langsung didatengin ke luar negeri tau2nya ada klub lokal yg udah mau nampung wkwk,0.0,2022-04-12 01:17:13+00:00
"lah jauh jauh cari naturalisasi di eropa biar timnas main bagus, malah pemainnya mau main di liga lokal",0.0,2022-04-12 01:23:37+00:00
"naturalisasi untuk kepentingan timnas naturalisasi untuk kepentingan klub circle family, klub exco, (digilir)",0.0,2022-04-12 02:31:22+00:00
"ternyata naturalisasi juga buat kebutuhan klub, bukan cuma kebutuhan timnas.",1.0,2022-04-12 03:32:32+00:00
naturalisasi untuk timnas apa untuk klub jadinya bol ??,1.0,2022-04-12 04:03:12+00:00
"setelah naturalisasi dan main di liga indonesia, gak dipanggil2 timnas lagi",0.0,2022-04-12 04:37:41+00:00
"lah emang tujuannya gitu bang, pemain asing di naturalisasi demi kepentingan klub bukan demi timnas. jadi jangan heran naturalisasi jordi bakaaln di percept biar bisa di here we go salah satu tim liga terbaik sejagad alam semesta",0.0,2022-04-12 05:53:51+00:00
